,PID,Inicio,Fin,PF,Seed
18620,W0P925_9BURK,34,218,PF07751,1.0
18621,Q0C4S3_HYPNA,32,222,PF07751,1.0
18622,F6IBZ1_9SPHN,31,221,PF07751,1.0
18623,F4GQT1_PUSST,38,220,PF07751,1.0
18624,G4SX21_META2,35,216,PF07751,1.0
18625,K9Z8L1_CYAAP,33,216,PF07751,1.0
18626,A1WW68_HALHL,35,218,PF07751,1.0
18627,Q3ARQ2_CHLCH,33,223,PF07751,1.0
18628,U5N7V0_9BURK,34,220,PF07751,1.0
18629,I5B3Z2_9DELT,45,231,PF07751,1.0
18630,I5B140_9DELT,45,231,PF07751,1.0
18631,D4YZN3_SPHJU,35,219,PF07751,1.0
18632,Q2GBG8_NOVAD,35,220,PF07751,1.0
18633,A5VH44_SPHWW,35,220,PF07751,1.0
18634,F2JWB9_MARM1,34,247,PF07751,1.0
18635,Q3JA70_NITOC,33,240,PF07751,1.0
18636,B0UV92_HISS2,33,242,PF07751,1.0
18637,Q9CKR6_PASMU,33,229,PF07751,1.0
18638,W5WSZ3_9CORY,37,250,PF07751,1.0
18639,W5Y496_9CORY,45,242,PF07751,1.0
18640,Q6NFX6_CORDI,45,247,PF07751,1.0
18641,D2NQQ9_ROTMD,33,222,PF07751,1.0
18642,D6ZJI9_MOBCV,38,232,PF07751,1.0
18643,C4LH30_CORK4,25,220,PF07751,1.0
18644,Q6A7C7_CUTAK,32,226,PF07751,1.0
18645,C7JII8_ACEP3,40,239,PF07751,1.0
18646,I3TQM4_TISMK,33,236,PF07751,1.0
18647,I4F4L0_9ACTN,43,245,PF07751,1.0
18648,Q8FSJ2_COREF,2,195,PF07751,1.0
18649,E8NAK1_MICTS,32,236,PF07751,1.0
18650,B0REE3_CLAMS,32,239,PF07751,1.0
18651,E1VZY8_GLUAR,33,240,PF07751,1.0
18652,W5XQ68_9CORY,65,261,PF07751,1.0
18653,D9QD14_CORP2,32,233,PF07751,1.0
18654,E3GZZ5_ROTDC,33,239,PF07751,1.0
18655,F7YQ41_VIBA7,34,255,PF07751,1.0
18656,Q5NZN8_AROAE,35,246,PF07751,1.0
18657,M9X4F2_MANHA,31,223,PF07751,1.0
18658,Q9CK51_PASMU,32,228,PF07751,1.0
18659,Q8PDL6_XANCP,47,238,PF07751,1.0
18660,F0RJY8_DEIPM,35,216,PF07751,1.0
18661,B1VFP5_CORU7,43,239,PF07751,1.0
18662,Q3JF52_NITOC,34,249,PF07751,1.0
18663,K4IH37_PSYTT,65,258,PF07751,1.0
18664,Q11NV9_CYTH3,35,228,PF07751,1.0
18665,G0IV37_CYCMS,35,228,PF07751,1.0
18666,F9YPF7_CAPCC,36,224,PF07751,1.0
18667,X5DUE8_9BACT,31,215,PF07751,1.0
18668,K4IUA2_PSYTT,31,222,PF07751,1.0
18669,F2IGI4_FLUTR,32,217,PF07751,1.0
18670,K4IJC2_PSYTT,31,216,PF07751,1.0
18671,R5RQK5_9BACE,29,219,PF07751,1.0
18672,R7HPU9_9BACT,30,220,PF07751,1.0
18673,R5CYG3_9BACT,30,220,PF07751,1.0
18674,R7D0I4_9BACE,29,215,PF07751,1.0
18675,R5CWU7_9BACT,36,217,PF07751,1.0
18676,R6FNZ8_9BACE,38,220,PF07751,1.0
18677,X5DEF9_9BACT,36,218,PF07751,1.0
18678,D5ERT2_PRER2,43,226,PF07751,1.0
18679,R5PM52_9BACT,11,194,PF07751,1.0
18680,R6CG63_9BACE,46,230,PF07751,1.0
18681,R7D058_9BACE,18,202,PF07751,1.0
18682,R5P4L2_9BACT,32,217,PF07751,1.0
18683,L0G6K2_ECHVK,32,219,PF07751,1.0
18684,A6GVR6_FLAPJ,31,218,PF07751,1.0
18685,G0J0N2_CYCMS,31,218,PF07751,1.0
18686,G8UKA0_TANFA,33,226,PF07751,1.0
18687,R7HPV7_9BACT,12,205,PF07751,1.0
18688,R6VR79_9BACT,33,227,PF07751,1.0
18689,B1XQS1_SYNP2,32,218,PF07751,1.0
18690,D3IEF7_9BACT,32,233,PF07751,1.0
18691,F9ZCE6_ODOSD,42,229,PF07751,1.0
18692,F0R348_BACSH,45,230,PF07751,1.0
18693,R5GAI3_9PORP,46,231,PF07751,1.0
18694,R6VRD4_9BACT,48,233,PF07751,1.0
18695,R5CN80_9BACT,11,196,PF07751,1.0
18696,F9Z608_ODOSD,36,220,PF07751,1.0
18697,R5P3W1_9BACT,71,256,PF07751,1.0
18698,Q5ZTP6_LEGPH,45,239,PF07751,1.0
18699,A6W2M1_MARMS,35,236,PF07751,1.0
18700,V5WK63_9SPIO,11,199,PF07751,1.0
18701,E6WYW3_NITSE,35,217,PF07751,1.0
18702,A1A224_BIFAA,49,239,PF07751,1.0
18703,D7WBR6_9CORY,32,227,PF07751,1.0
18704,D1BEQ3_SANKS,29,215,PF07751,1.0
18705,W5XZM3_9CORY,30,227,PF07751,1.0
18706,E6K1Y4_PARDN,35,231,PF07751,1.0
18707,X4R080_9ACTO,31,218,PF07751,1.0
18708,R6M8I9_9CLOT,31,239,PF07751,1.0
18709,E0S0C0_BUTPB,31,239,PF07751,1.0
18710,R6PH39_9CLOT,31,239,PF07751,1.0
18711,Q8REC4_FUSNN,33,221,PF07751,1.0
18712,Q832Y3_ENTFA,29,223,PF07751,1.0
18713,Q8E0W2_STRA5,29,224,PF07751,1.0
18714,C7NDT3_LEPBD,32,218,PF07751,1.0
18715,D1AVC3_STRM9,39,227,PF07751,1.0
18716,C4Z653_EUBE2,41,236,PF07751,1.0
18717,R5TMP3_9FIRM,32,227,PF07751,1.0
18718,D6DIR6_CLOSC,32,227,PF07751,1.0
18719,I6TBU4_ENTHA,35,239,PF07751,1.0
18720,F5WSA7_ERYRF,50,237,PF07751,1.0
18721,G4Q8Q6_ACIIR,33,225,PF07751,1.0
18722,D1AYV8_STRM9,36,237,PF07751,1.0
18723,R5R763_9FIRM,32,231,PF07751,1.0
18724,B9EBJ8_MACCJ,31,217,PF07751,1.0
18725,R6RJ09_9FIRM,34,231,PF07751,1.0
18726,C4Z7Z9_AGARV,33,231,PF07751,1.0
18727,F5YHN3_TREPZ,33,223,PF07751,1.0
18728,R6GYH9_9FIRM,34,227,PF07751,1.0
18729,R6LRG2_9FIRM,32,220,PF07751,1.0
18730,D4LWL1_9FIRM,33,220,PF07751,1.0
18731,R7JVK5_9CLOT,30,218,PF07751,1.0
18732,G2T3Y8_ROSHA,32,220,PF07751,1.0
18733,R5LUC0_9FIRM,20,208,PF07751,1.0
18734,R7C9W3_9CLOT,35,223,PF07751,1.0
18735,C4ZBM5_AGARV,31,219,PF07751,1.0
18736,R6CQI7_9CLOT,31,220,PF07751,1.0
18737,I0GRK0_SELRL,33,230,PF07751,1.0
18738,I6SVQ4_ENTHA,31,235,PF07751,1.0
18739,R7MGC8_9CLOT,31,219,PF07751,1.0
18740,R6B982_9CLOT,31,218,PF07751,1.0
18741,R7HGM3_9MOLU,30,218,PF07751,1.0
18742,R7P6T2_9CLOT,31,215,PF07751,1.0
18743,R7NEF6_9MOLU,30,215,PF07751,1.0
18744,R5MCR2_9MOLU,33,221,PF07751,1.0
18745,R6GU84_9FIRM,31,219,PF07751,1.0
18746,R7KBV6_9CLOT,31,219,PF07751,1.0
18747,R5TNI5_9CLOT,32,219,PF07751,1.0
18748,R7F383_9BACI,34,222,PF07751,1.0
18749,R5M4G5_9MOLU,31,219,PF07751,1.0
18750,R6SQ88_9CLOT,31,219,PF07751,1.0
18751,R5Z398_9MOLU,31,219,PF07751,1.0
18752,R5N802_9FIRM,31,218,PF07751,1.0
18753,R5HH00_9MOLU,31,219,PF07751,1.0
18754,R5IS39_9CLOT,34,222,PF07751,1.0
18755,R6ZFD3_9CLOT,31,219,PF07751,1.0
18756,R5JBL8_9FIRM,31,219,PF07751,1.0
18757,R6CVX4_9CLOT,31,219,PF07751,1.0
18758,R6M6U4_9CLOT,30,218,PF07751,1.0
18759,R7M4J2_9CLOT,30,218,PF07751,1.0
18760,R5SUD3_9CLOT,30,218,PF07751,1.0
18761,R6XYZ8_9FIRM,26,214,PF07751,1.0
18762,R7N6Y3_9FIRM,34,257,PF07751,1.0
18763,Q252D2_DESHY,55,278,PF07751,1.0
18764,R5CQ28_9FIRM,34,225,PF07751,1.0
18765,R7HVT4_9CLOT,33,217,PF07751,1.0
18766,R6SMD4_9CLOT,31,216,PF07751,1.0
18767,R7P756_9CLOT,30,225,PF07751,1.0
18768,R5HAH2_9FIRM,35,226,PF07751,1.0
18769,D6DFS2_CLOSC,33,226,PF07751,1.0
18770,R7GKT9_9FIRM,33,227,PF07751,1.0
18771,D3R0M8_MAGIU,33,213,PF07751,1.0
18772,I5AQ20_EUBCE,32,214,PF07751,1.0
18773,R6TDK1_9FIRM,34,216,PF07751,1.0
18774,R6NBX2_9FIRM,31,209,PF07751,1.0
18775,R5UML1_9FIRM,49,230,PF07751,1.0
18776,Q8DWK3_STRMU,32,214,PF07751,1.0
18777,R6BDY9_9CLOT,32,208,PF07751,1.0
18778,R5GRT5_9FIRM,31,212,PF07751,1.0
18779,D4JW32_9FIRM,32,213,PF07751,1.0
18780,R7G917_9FIRM,35,216,PF07751,1.0
18781,R5K9F1_9CLOT,31,217,PF07751,1.0
18782,I5AUX0_EUBCE,31,217,PF07751,1.0
18783,R6ERU2_9FIRM,32,217,PF07751,1.0
18784,G8M026_CLOCD,34,228,PF07751,1.0
18785,F8IAH3_SULAT,37,220,PF07751,1.0
998195,G0RHD7_HYPJQ,1,351,PF03105,1.0
998196,G9P8A7_HYPAI,1,420,PF03105,1.0
998197,G9MHE9_HYPVG,1,406,PF03105,1.0
998198,T5AKS9_OPHSC,1,396,PF03105,1.0
998199,A0A0D2XV44_FUSO4,1,414,PF03105,1.0
998200,I1RQ06_GIBZE,1,408,PF03105,1.0
998201,F4QAY7_CAVFA,1,266,PF03105,1.0
998202,F0ZU91_DICPU,1,407,PF03105,1.0
998203,D8QFS5_SCHCM,1,366,PF03105,1.0
998204,A8NCI7_COPC7,1,440,PF03105,1.0
998205,SPXS3_DICDI,1,352,PF03105,1.0
998206,F4NSB1_BATDJ,1,360,PF03105,1.0
998207,S2K2T8_MUCC1,1,359,PF03105,1.0
998208,V4ZQ52_TOXGV,1,362,PF03105,1.0
998209,M0Y1I2_HORVV,48,408,PF03105,1.0
998210,I1GYM3_BRADI,27,388,PF03105,1.0
998211,I1NW44_ORYGL,2,383,PF03105,1.0
998212,J3MEB1_ORYBR,59,436,PF03105,1.0
998213,W1PMW0_AMBTC,2,344,PF03105,1.0
998214,B9HWP3_POPTR,2,346,PF03105,1.0
998215,D7T9D4_VITVI,2,344,PF03105,1.0
998216,I1JER4_SOYBN,2,343,PF03105,1.0
998217,K4BXI0_SOLLC,2,340,PF03105,1.0
998218,PHO11_ARATH,2,337,PF03105,1.0
998219,M4FB91_BRARP,2,342,PF03105,1.0
998220,M0S1M3_MUSAM,2,350,PF03105,1.0
998221,J3KVR3_ORYBR,2,349,PF03105,1.0
998222,K3XEH7_SETIT,2,362,PF03105,1.0
998223,M0S1K5_MUSAM,2,340,PF03105,1.0
998224,I1IDR4_BRADI,2,364,PF03105,1.0
998225,K3YQ01_SETIT,2,358,PF03105,1.0
998226,C5XV82_SORBI,2,368,PF03105,1.0
998227,I1P5E0_ORYGL,2,371,PF03105,1.0
998228,B9HKS4_POPTR,2,325,PF03105,1.0
998229,B9SS53_RICCO,2,328,PF03105,1.0
998230,M1BFT0_SOLTU,2,343,PF03105,1.0
998231,M4DEM6_BRARP,2,338,PF03105,1.0
998232,PHO1_ARATH,2,336,PF03105,1.0
998233,K7N4R3_SOYBN,2,326,PF03105,1.0
998234,I1JB68_SOYBN,2,317,PF03105,1.0
998235,U5D8M0_AMBTC,2,307,PF03105,1.0
998236,D7SZK0_VITVI,2,351,PF03105,1.0
998237,D8QZQ4_SELML,1,273,PF03105,1.0
998238,M4DT46_BRARP,1,296,PF03105,1.0
998239,W1NFG9_AMBTC,1,338,PF03105,1.0
998240,W1NGE3_AMBTC,28,359,PF03105,1.0
998241,I1N4F8_SOYBN,1,323,PF03105,1.0
998242,K4BBX8_SOLLC,1,327,PF03105,1.0
998243,K4BBX9_SOLLC,1,342,PF03105,1.0
998244,M0ZM11_SOLTU,1,326,PF03105,1.0
998245,K4BBY1_SOLLC,1,320,PF03105,1.0
998246,B9IK09_POPTR,1,337,PF03105,1.0
998247,PHO19_ARATH,1,348,PF03105,1.0
998248,M4F566_BRARP,1,343,PF03105,1.0
998249,M4EW96_BRARP,1,335,PF03105,1.0
998250,PHO14_ARATH,1,292,PF03105,1.0
998251,PHO17_ARATH,1,300,PF03105,1.0
998252,PHO18_ARATH,1,301,PF03105,1.0
998253,M4DIF7_BRARP,1,299,PF03105,1.0
998254,M4E7D6_BRARP,1,294,PF03105,1.0
998255,M4DLL2_BRARP,1,331,PF03105,1.0
998256,PHO16_ARATH,1,305,PF03105,1.0
998257,PHO13_ARATH,1,361,PF03105,1.0
998258,M4DT45_BRARP,1,362,PF03105,1.0
998259,M4EDK4_BRARP,1,359,PF03105,1.0
998260,M4DT43_BRARP,1,359,PF03105,1.0
998261,M4EDK3_BRARP,1,354,PF03105,1.0
998262,M4E7M6_BRARP,1,346,PF03105,1.0
998263,M4E7M7_BRARP,1,345,PF03105,1.0
998264,PHO15_ARATH,1,370,PF03105,1.0
998265,M4DLL4_BRARP,1,354,PF03105,1.0
998266,M4DLL3_BRARP,1,353,PF03105,1.0
998267,M4E7M8_BRARP,1,358,PF03105,1.0
998268,M4ECQ5_BRARP,1,360,PF03105,1.0
998269,I1NDM8_SOYBN,1,351,PF03105,1.0
998270,I1NDN1_SOYBN,1,335,PF03105,1.0
998271,I1NDM9_SOYBN,1,344,PF03105,1.0
998272,I1NDN0_SOYBN,1,345,PF03105,1.0
998273,F6HV90_VITVI,1,342,PF03105,1.0
998274,F6HV92_VITVI,1,347,PF03105,1.0
998275,B9S909_RICCO,1,355,PF03105,1.0
998276,B9HXX0_POPTR,1,351,PF03105,1.0
998277,B9HIA2_POPTR,1,344,PF03105,1.0
998278,B9S908_RICCO,1,333,PF03105,1.0
998279,F6HV93_VITVI,1,345,PF03105,1.0
998280,D7TX29_VITVI,20,361,PF03105,1.0
998281,B9IHM6_POPTR,1,322,PF03105,1.0
998282,U5G231_POPTR,1,336,PF03105,1.0
998283,M1CRD5_SOLTU,1,330,PF03105,1.0
998284,K4CM48_SOLLC,1,310,PF03105,1.0
998285,PHO1A_ARATH,1,324,PF03105,1.0
998286,J8LMH7_SACAR,1,309,PF03105,1.0
998287,A7TJ06_VANPO,1,284,PF03105,1.0
998288,J7S5M5_KAZNA,1,301,PF03105,1.0
998289,G0V8V3_NAUCC,1,302,PF03105,1.0
998290,C4LUX4_ENTHI,1,339,PF03105,1.0
998291,Q6C1P2_YARLI,1,428,PF03105,1.0
998292,V5GCA3_BYSSN,1,424,PF03105,1.0
998293,B6QEA5_TALMQ,1,403,PF03105,1.0
998294,B8MD33_TALSN,1,411,PF03105,1.0
998295,C6HSC9_AJECH,1,447,PF03105,1.0
998296,C5GC65_AJEDR,1,450,PF03105,1.0
998297,D4AX52_ARTBC,1,416,PF03105,1.0
998298,C4JLR2_UNCRE,1,428,PF03105,1.0
998299,S8A029_PENO1,1,418,PF03105,1.0
998300,Q2U409_ASPOR,1,425,PF03105,1.0
998301,Q4WUQ7_ASPFU,1,440,PF03105,1.0
998302,A1CAD0_ASPCL,1,437,PF03105,1.0
998303,C8VAU2_EMENI,1,430,PF03105,1.0
998304,Q0CIG2_ASPTN,1,427,PF03105,1.0
998305,A2QMX7_ASPNC,1,436,PF03105,1.0
998306,B6HLQ5_PENRW,1,438,PF03105,1.0
998307,U1GUY1_ENDPU,1,458,PF03105,1.0
998308,A7E8A2_SCLS1,1,363,PF03105,1.0
998309,M7TUI7_BOTF1,1,468,PF03105,1.0
998310,G2X4M5_VERDV,1,457,PF03105,1.0
998311,T0K7A2_COLGC,1,397,PF03105,1.0
998312,N4VF46_COLOR,1,435,PF03105,1.0
549664,G0WHB4_NAUDC,6,345,PF09814,1.0
549665,G0VL18_NAUCC,6,338,PF09814,1.0
549666,J7RHU2_KAZNA,6,349,PF09814,1.0
549667,C5DRI9_ZYGRC,22,357,PF09814,1.0
549668,G8ZSN1_TORDC,11,349,PF09814,1.0
549669,I2H589_TETBL,10,368,PF09814,1.0
549670,G8BQA7_TETPH,7,356,PF09814,1.0
549671,M7PCP3_PNEMU,15,353,PF09814,1.0
549672,U4LVT7_PYROM,7,364,PF09814,1.0
549673,G2Y6Z9_BOTF4,11,390,PF09814,1.0
549674,N1JPA0_BLUG1,11,394,PF09814,1.0
549675,K1WUW9_MARBU,11,366,PF09814,1.0
549676,S3DDS5_GLAL2,11,449,PF09814,1.0
549677,A0A0C4E6U2_MAGP6,10,439,PF09814,1.0
549678,J3NIY5_GAGT3,10,440,PF09814,1.0
549679,Q7SDG7_NEUCR,13,419,PF09814,1.0
549680,G2Q453_MYCTT,11,366,PF09814,1.0
549681,G2QZ38_THITE,12,401,PF09814,1.0
549682,U7PMZ7_SPOS1,17,440,PF09814,1.0
549683,N4UQV1_COLOR,12,395,PF09814,1.0
549684,E3QET8_COLGM,12,395,PF09814,1.0
549685,S0DNZ8_GIBF5,11,387,PF09814,1.0
549686,J4KRH2_BEAB2,17,389,PF09814,1.0
549687,G3JK97_CORMM,17,390,PF09814,1.0
549688,G9NH43_HYPAI,14,392,PF09814,1.0
549689,T5AMN1_OPHSC,15,387,PF09814,1.0
549690,E9EVP5_METRA,11,385,PF09814,1.0
549691,M1WB37_CLAP2,12,387,PF09814,1.0
549692,L8FLW5_PSED2,12,402,PF09814,1.0
549693,N1QJ23_SPHMS,6,366,PF09814,1.0
549694,N1PZE3_DOTSN,8,375,PF09814,1.0
549695,N1QC82_PSEFD,8,371,PF09814,1.0
549696,R7YJ95_CONA1,9,375,PF09814,1.0
549697,M2R8N7_COCSN,64,445,PF09814,1.0
549698,B2WD68_PYRTR,65,448,PF09814,1.0
549699,R0KID0_SETT2,64,441,PF09814,1.0
549700,U1HL67_ENDPU,9,360,PF09814,1.0
549701,H6C728_EXODN,11,372,PF09814,1.0
549702,V5G5H4_BYSSN,14,443,PF09814,1.0
549703,B6QVW6_TALMQ,12,421,PF09814,1.0
549704,A1CJR3_ASPCL,19,423,PF09814,1.0
549705,A4D9F3_ASPFU,21,419,PF09814,1.0
549706,G3Y5B6_ASPNA,22,416,PF09814,1.0
549707,C8VJ15_EMENI,28,442,PF09814,1.0
549708,S7Z7X2_PENO1,19,451,PF09814,1.0
549709,E9CUF8_COCPS,14,449,PF09814,1.0
549710,E4UYL0_ARTGP,16,474,PF09814,1.0
549711,F2SJ85_TRIRC,16,422,PF09814,1.0
549712,C1FZL9_PARBD,14,464,PF09814,1.0
549713,C0NUQ4_AJECG,14,503,PF09814,1.0
549714,S8AD65_DACHA,9,378,PF09814,1.0
549715,G1XBI8_ARTOA,9,373,PF09814,1.0
549716,F2UGQ3_SALR5,7,364,PF09814,1.0
549717,K0KTK1_WICCF,8,359,PF09814,1.0
549718,Q6BMI9_DEBHA,5,350,PF09814,1.0
549719,G8YFE7_PICSO,19,368,PF09814,1.0
549720,Q59X25_CANAL,5,335,PF09814,1.0
549721,A5DWX9_LODEL,10,362,PF09814,1.0
549722,Q6FK88_CANGA,6,346,PF09814,1.0
549723,A7TPW1_VANPO,6,339,PF09814,1.0
549724,C5DFR9_LACTC,6,346,PF09814,1.0
549725,Q75DV5_ASHGO,6,338,PF09814,1.0
549726,Q6CWI5_KLULA,6,348,PF09814,1.0
549727,E7LWJ6_YEASV,7,341,PF09814,1.0
549728,H2AW44_KAZAF,6,347,PF09814,1.0
296455,H8KTE6_SOLCM,36,231,PF10677,1.0
296456,C6W2C7_DYAFD,27,225,PF10677,1.0
296457,I2EQ61_EMTOG,28,229,PF10677,1.0
296458,W8EZP8_9BACT,18,217,PF10677,1.0
296459,F4L3X7_HALH1,32,233,PF10677,1.0
296460,I4B6T4_TURPD,38,231,PF10677,1.0
296461,A4CL60_ROBBH,42,243,PF10677,1.0
296462,E4TMJ6_MARTH,30,233,PF10677,1.0
296463,G2Z4C3_FLABF,29,228,PF10677,1.0
296464,A5FIQ0_FLAJ1,30,228,PF10677,1.0
296465,F4L179_HALH1,29,231,PF10677,1.0
296466,E6XE71_CELAD,33,222,PF10677,1.0
296467,I0K7A4_9BACT,35,241,PF10677,1.0
296468,A5FMX5_FLAJ1,35,232,PF10677,1.0
296469,D2QVY9_SPILD,31,248,PF10677,1.0
296470,Q11NG5_CYTH3,40,287,PF10677,1.0
296471,Q604M9_METCA,30,228,PF10677,1.0
296472,H8GL71_METAL,45,241,PF10677,1.0
296473,G0A5X8_METMM,32,227,PF10677,1.0
296474,D5BZH1_NITHN,31,242,PF10677,1.0
296475,Q3JAP7_NITOC,27,237,PF10677,1.0
296476,Q1DE02_MYXXD,30,218,PF10677,1.0
296477,Q60AC1_METCA,27,217,PF10677,1.0
296478,H8GNJ5_METAL,28,220,PF10677,1.0
296479,J7QA96_METSZ,42,237,PF10677,1.0
296480,G4T2V6_META2,32,226,PF10677,1.0
296481,D3HM10_LEGLN,31,225,PF10677,1.0
296482,Q5ZZH4_LEGPH,38,229,PF10677,1.0
296483,F8GDI1_NITSI,31,239,PF10677,1.0
296484,Q82WU0_NITEU,31,242,PF10677,1.0
296485,C6XBH6_METGS,31,217,PF10677,1.0
296486,Q1H2C6_METFK,31,220,PF10677,1.0
296487,C6WW53_METML,25,208,PF10677,1.0
296488,Q1H018_METFK,33,221,PF10677,1.0
296489,Q8PDG2_XANCP,37,225,PF10677,1.0
296490,Q0C3K6_HYPNA,33,220,PF10677,1.0
296491,D9QLQ9_BRESC,26,214,PF10677,1.0
296492,Y181_METEA,29,217,PF10677,1.0
296493,W0A641_9SPHN,33,221,PF10677,1.0
296494,D4Z1Y8_SPHJU,27,214,PF10677,1.0
296495,W0AA00_9SPHN,40,227,PF10677,1.0
296496,D4Z4H9_SPHJU,32,209,PF10677,1.0
296497,W0A8H9_9SPHN,31,211,PF10677,1.0
296498,D4YXM6_SPHJU,26,214,PF10677,1.0
296499,Q2GA80_NOVAD,27,214,PF10677,1.0
296500,Q9A8R3_CAUVC,44,230,PF10677,1.0
296501,E8RVK2_ASTEC,27,213,PF10677,1.0
296502,Q7NIV7_GLOVI,51,241,PF10677,1.0
296503,U5QN79_9CYAN,30,220,PF10677,1.0
296504,Q7NI92_GLOVI,89,278,PF10677,1.0
296505,U5QJJ8_9CYAN,42,227,PF10677,1.0
296506,H8GR86_METAL,30,222,PF10677,1.0
296507,W0BCC3_9GAMM,26,207,PF10677,1.0
296508,V4J5C5_9GAMM,29,206,PF10677,1.0
296509,A3U6Y7_CROAH,33,220,PF10677,1.0
296510,A4CIW8_ROBBH,28,209,PF10677,1.0
296511,F6GHK7_LACS5,20,203,PF10677,1.0
296512,F4AZ50_DOKS4,18,205,PF10677,1.0
296513,E4TSX8_MARTH,34,216,PF10677,1.0
296514,Q11YM5_CYTH3,30,227,PF10677,1.0
296515,C6X4N2_FLAB3,26,209,PF10677,1.0
296516,W0F402_9BACT,32,216,PF10677,1.0
296517,H2IA16_FLACA,29,212,PF10677,1.0
296518,W8F3V4_9BACT,36,229,PF10677,1.0
296519,F4L1H8_HALH1,29,216,PF10677,1.0
296520,H6L3C7_SAPGL,31,235,PF10677,1.0
296521,A0M0V9_GRAFK,40,242,PF10677,1.0
296522,K4IDE0_PSYTT,28,230,PF10677,1.0
296523,F4AW29_DOKS4,42,244,PF10677,1.0
296524,F6GFA2_LACS5,26,214,PF10677,1.0
296525,A3HUS4_9BACT,23,211,PF10677,1.0
296526,F4KZC6_HALH1,22,210,PF10677,1.0
296527,J9R6L2_RIEAN,22,208,PF10677,1.0
296528,T2KQT9_9FLAO,2,195,PF10677,1.0
296529,A0M6Z7_GRAFK,27,221,PF10677,1.0
296530,K4IBS3_PSYTT,25,220,PF10677,1.0
296531,L7WDA1_NONDD,25,221,PF10677,1.0
296532,G0J3X3_CYCMS,29,225,PF10677,1.0
296533,A4AVU6_MARSH,29,225,PF10677,1.0
296534,G0J3X2_CYCMS,29,223,PF10677,1.0
296535,F4B0V0_DOKS4,28,214,PF10677,1.0
296536,A4CNQ9_ROBBH,35,221,PF10677,1.0
296537,G2PR37_MURRD,27,212,PF10677,1.0
296538,E6X7T8_CELAD,27,211,PF10677,1.0
296539,G0L083_ZOBGA,26,211,PF10677,1.0
296540,A3UC30_CROAH,35,217,PF10677,1.0
296541,A2TWT7_9FLAO,27,207,PF10677,1.0
296542,H8KMH7_SOLCM,57,255,PF10677,1.0
296543,F0S4R6_PSESL,28,219,PF10677,1.0
296544,C6XUB1_PEDHD,25,222,PF10677,1.0
296545,F4CDR4_SPHS2,35,232,PF10677,1.0
296546,E4RV91_LEAB4,23,215,PF10677,1.0
296547,G8X8V1_FLACA,32,234,PF10677,1.0
296548,A6H116_FLAPJ,27,251,PF10677,1.0
296549,F4KUA1_HALH1,29,225,PF10677,1.0
296550,C1A7A3_GEMAT,42,245,PF10677,1.0
296551,W0RH04_9BACT,25,228,PF10677,1.0
17536,B4EZ41_PROMH,17,246,PF12697,1.0
17537,MENH_PHOLL,17,246,PF12697,1.0
17538,B9PLT5_TOXGV,127,423,PF12697,1.0
17539,A0A0J9XSV4_BRUMA,78,318,PF12697,1.0
17540,Q0UUC4_PHANO,97,305,PF12697,1.0
17541,B6QMY9_TALMQ,129,387,PF12697,1.0
17542,PPME1_NEUCR,141,425,PF12697,1.0
17543,PPME1_CRYNJ,123,384,PF12697,1.0
17544,B8PCE4_POSPM,95,353,PF12697,1.0
17545,B0DMT4_LACBS,97,348,PF12697,1.0
17546,Q382C1_TRYB2,47,304,PF12697,1.0
17547,A2FLA2_TRIVA,37,272,PF12697,1.0
17548,A9UQA7_MONBE,70,378,PF12697,1.0
17549,PPME1_PONAB,79,362,PF12697,1.0
17550,B8LCS3_THAPS,97,380,PF12697,1.0
17551,A8N0A0_COPC7,39,261,PF12697,1.0
17552,C4YAS2_CLAL4,165,511,PF12697,1.0
17553,Q4N1P1_THEPA,110,359,PF12697,1.0
17554,B8CZJ0_HALOH,86,298,PF12697,1.0
17555,Q2PIR1_ASPOR,48,281,PF12697,1.0
17556,B6QDU9_TALMQ,44,308,PF12697,1.0
17557,B9M3R6_GEODF,89,416,PF12697,1.0
17558,C7LSY5_DESBD,100,425,PF12697,1.0
17559,Q6AQI8_DESPS,90,418,PF12697,1.0
17560,B9E6N9_MACCJ,90,297,PF12697,1.0
17561,A8F393_PSELT,55,295,PF12697,1.0
17562,Q056Z0_BUCCC,19,254,PF12697,1.0
17563,Q8EUJ6_MYCPE,34,274,PF12697,1.0
17564,A8KYP2_FRASN,41,237,PF12697,1.0
17565,D6XU87_BACIE,29,272,PF12697,1.0
17566,Q6CST8_KLULA,35,298,PF12697,1.0
17567,A8KXK3_FRASN,30,242,PF12697,1.0
17568,C6WIS1_ACTMD,17,225,PF12697,1.0
17569,Q6MQ81_BDEBA,58,313,PF12697,1.0
17570,A3LUU0_PICST,158,428,PF12697,1.0
17571,Q22BM9_TETTS,23,264,PF12697,1.0
17572,A0ECY9_PARTE,17,261,PF12697,1.0
17573,B0SJ64_LEPBP,34,277,PF12697,1.0
17574,Q6C598_YARLI,39,338,PF12697,1.0
17575,A0A0D1C2P7_USTMA,47,368,PF12697,1.0
17576,A6LWV6_CLOB8,25,226,PF12697,1.0
17577,A8BNJ4_GIAIC,36,336,PF12697,1.0
17578,C8W8P9_ATOPD,14,240,PF12697,1.0
17579,Q3A6J0_PELCD,33,249,PF12697,1.0
17580,O50208_SYNE7,36,291,PF12697,1.0
17581,Q8DGZ7_THEEB,29,285,PF12697,1.0
